19673552,19435990,19403496,19261363,19261363,19261363,19290308,19421686,19421686,19421686,
19673675,19435693,19403494,19260363,19260363,19260363,19289352,19420968,19420968,19420968,
19674269,19436230,19403941,19260415,19260415,19260415,19289110,19420721,19420721,19420721,
19674221,19436309,19403716,19260774,19260774,19260774,19289701,19424011,19424011,19424011,
19674187,19436306,19403904,19260235,19260235,19260235,19289666,19421021,19421021,19421021,
19672761,19434894,19402471,19260905,19260905,19260905,19290001,19422658,19422658,19422658,
19674116,19435551,19403231,19260970,19260970,19260970,19290502,19424045,19424045,19424045,
19674270,19436286,19403913,19262007,19262007,19262007,19291300,19424373,19424373,19424373,
19673693,19435575,19403384,19261134,19261134,19261134,19290613,19421318,19421318,19421318,
19674758,19437203,19404720,19261703,19261703,19261703,19290472,19422891,19422891,19422891,
19674274,19436047,19403474,19261245,19261245,19261245,19290517,19423627,19423627,19423627,
19674330,19436095,19403592,19262434,19262434,19262434,19291804,19423897,19423897,19423897,
19673993,19436519,19404244,19261918,19261918,19261918,19290969,19422108,19422108,19422108,
19674821,19436971,19404579,19261879,19261879,19261879,19291447,19422611,19422611,19422611,
19674104,19435973,19403636,19260729,19260729,19260729,19290272,19422562,19422562,19422562,
19675268,19437485,19405137,19263561,19263561,19263561,19292633,19423559,19423559,19423559,
19673826,19435593,19403390,19260777,19260777,19260777,19289459,19422463,19422463,19422463,
19673889,19435783,19403577,19261724,19261724,19261724,19290289,19424083,19424083,19424083,
19674415,19436508,19404184,19261206,19261206,19261206,19291484,19425356,19425356,19425356,
19673558,19435961,19403620,19260375,19260375,19260375,19289634,19421742,19421742,19421742,
19673593,19435348,19403059,19260115,19260115,19260115,19288170,19421632,19421632,19421632,
19674766,19436447,19404061,19261329,19261329,19261329,19290542,19422609,19422609,19422609,
19675212,19437160,19404652,19263100,19263100,19263100,19292163,19424279,19424279,19424279,
19673946,19435995,19403589,19261679,19261679,19261679,19291793,19423228,19423228,19423228,
19674647,19437360,19404988,19263160,19263160,19263160,19292674,19423564,19423564,19423564,
19674396,19436396,19404174,19262432,19262432,19262432,19291474,19422436,19422436,19422436,
19673298,19435544,19403100,19261024,19261024,19261024,19289630,19422243,19422243,19422243,
19674166,19436024,19403580,19260620,19260620,19260620,19290064,19422113,19422113,19422113,
19673620,19435555,19403233,19261515,19261515,19261515,19290120,19421776,19421776,19421776,
19673916,19435784,19403414,19260787,19260787,19260787,19289951,19423369,19423369,19423369,
19674092,19435844,19403580,19261727,19261727,19261727,19290614,19421759,19421759,19421759,
19674040,19435741,19403270,19261820,19261820,19261820,19290500,19424012,19424012,19424012,
19674876,19437319,19404802,19261888,19261888,19261888,19290248,19422110,19422110,19422110,
19675147,19436916,19404437,19261719,19261719,19261719,19288937,19421008,19421008,19421008,
19674510,19436762,19404344,19261613,19261613,19261613,19290876,19424005,19424005,19424005,
19674264,19436832,19404617,19262163,19262163,19262163,19291032,19423281,19423281,19423281,
19673911,19436713,19404412,19262135,19262135,19262135,19290693,19423865,19423865,19423865,
19675074,19436907,19404598,19261498,19261498,19261498,19290933,19421074,19421074,19421074,
19675199,19437294,19405039,19262312,19262312,19262312,19292378,19424928,19424928,19424928,
19674429,19435731,19403322,19260584,19260584,19260584,19289914,19421530,19421530,19421530,
19674894,19437200,19404573,19262597,19262597,19262597,19290412,19422991,19422991,19422991,
19673141,19435367,19402723,19260755,19260755,19260755,19290339,19423919,19423919,19423919,
19673284,19435392,19402843,19260803,19260803,19260803,19290399,19420849,19420849,19420849,
19673615,19435485,19403101,19260108,19260108,19260108,19290734,19424963,19424963,19424963,
19674949,19437036,19404736,19263087,19263087,19263087,19292950,19425158,19425158,19425158,
19673019,19434948,19402610,19259851,19259851,19259851,19288799,19421875,19421875,19421875,
19674039,19436498,19404202,19262696,19262696,19262696,19292145,19423868,19423868,19423868,
19673179,19435325,19402967,19260393,19260393,19260393,19290054,19421986,19421986,19421986,
19673282,19435753,19403162,19260323,19260323,19260323,19290146,19423568,19423568,19423568,
19673858,19435921,19403533,19260977,19260977,19260977,19290318,19422388,19422388,19422388,
19673718,19435816,19403299,19261294,19261294,19261294,19290979,19421759,19421759,19421759,
19673693,19435834,19403250,19261865,19261865,19261865,19290795,19422452,19422452,19422452,
19674449,19436036,19403440,19261023,19261023,19261023,19290887,19423316,19423316,19423316,
19674803,19436755,19404361,19262164,19262164,19262164,19292078,19423367,19423367,19423367,
19672828,19435130,19402789,19260883,19260883,19260883,19290006,19422345,19422345,19422345,
19673990,19435765,19403422,19261264,19261264,19261264,19290572,19421925,19421925,19421925,
19674971,19437470,19405106,19263069,19263069,19263069,19292065,19423040,19423040,19423040,
19674408,19436188,19404004,19263042,19263042,19263042,19293172,19424331,19424331,19424331,
19673939,19436036,19403921,19261209,19261209,19261209,19288839,19422272,19422272,19422272,
19674333,19436757,19404434,19262580,19262580,19262580,19291850,19423064,19423064,19423064,
19674277,19436797,19404454,19263685,19263685,19263685,19292151,19425667,19425667,19425667,
19674986,19436779,19404424,19261075,19261075,19261075,19290184,19421256,19421256,19421256,
19675181,19437835,19405499,19263479,19263479,19263479,19293071,19426611,19426611,19426611,
19674964,19436859,19404623,19262097,19262097,19262097,19291094,19422355,19422355,19422355,
19673446,19435885,19403421,19262136,19262136,19262136,19290380,19420635,19420635,19420635,
19673908,19435814,19403457,19261213,19261213,19261213,19290870,19423310,19423310,19423310,
19674369,19437058,19404549,19262203,19262203,19262203,19292046,19422597,19422597,19422597,
19673186,19435136,19402769,19260878,19260878,19260878,19291532,19423234,19423234,19423234,
19673171,19435015,19402792,19261560,19261560,19261560,19291333,19423153,19423153,19423153,
19674258,19436530,19404229,19261816,19261816,19261816,19290595,19422263,19422263,19422263,
19673960,19435678,19403240,19260384,19260384,19260384,19290017,19421150,19421150,19421150,
19673135,19435360,19403138,19261013,19261013,19261013,19290507,19424321,19424321,19424321,
19672784,19434541,19402117,19260211,19260211,19260211,19289151,19421000,19421000,19421000,
19674151,19436600,19404172,19262117,19262117,19262117,19291185,19423665,19423665,19423665,
19674171,19436132,19403782,19261375,19261375,19261375,19290548,19423639,19423639,19423639,
19675006,19436538,19404311,19262434,19262434,19262434,19291657,19423749,19423749,19423749,
19674963,19436951,19404592,19262506,19262506,19262506,19291232,19422050,19422050,19422050,
19674350,19436849,19404546,19262728,19262728,19262728,19291970,19423622,19423622,19423622,
19675311,19437118,19405020,19261346,19261346,19261346,19289548,19420504,19420504,19420504,
19674192,19436483,19403915,19261644,19261644,19261644,19290364,19422813,19422813,19422813,
19674844,19436809,19404196,19260911,19260911,19260911,19289797,19422729,19422729,19422729,
19674401,19436311,19403800,19262580,19262580,19262580,19291905,19422051,19422051,19422051,
19674551,19437330,19404952,19262673,19262673,19262673,19292103,19425855,19425855,19425855,
19674794,19437539,19405138,19262838,19262838,19262838,19291679,19425025,19425025,19425025,
19674540,19436476,19404090,19260931,19260931,19260931,19290119,19419496,19419496,19419496,
19674525,19436696,19404315,19261744,19261744,19261744,19290349,19422490,19422490,19422490,
19674636,19436605,19404342,19261456,19261456,19261456,19290667,19424361,19424361,19424361,
19673909,19435784,19403372,19260768,19260768,19260768,19289523,19421071,19421071,19421071,
19674072,19435882,19403576,19261744,19261744,19261744,19290812,19422518,19422518,19422518,
19674325,19436308,19403808,19259887,19259887,19259887,19289470,19421402,19421402,19421402,
19674549,19436772,19404389,19262631,19262631,19262631,19291393,19423711,19423711,19423711,
19674244,19436164,19403809,19261438,19261438,19261438,19291495,19422738,19422738,19422738,
19674163,19436672,19404126,19261216,19261216,19261216,19288968,19422236,19422236,19422236,
19673376,19435788,19403425,19261047,19261047,19261047,19290902,19424479,19424479,19424479,
19674363,19436759,19404247,19262121,19262121,19262121,19291579,19422283,19422283,19422283,
19673140,19435683,19403112,19261986,19261986,19261986,19291653,19424487,19424487,19424487,
19674420,19436786,19404235,19261484,19261484,19261484,19290363,19423588,19423588,19423588,
19674696,19436677,19404373,19261622,19261622,19261622,19290985,19421833,19421833,19421833,
19673485,19435290,19402938,19260244,19260244,19260244,19289359,19419259,19419259,19419259,
19674792,19436794,19404427,19260894,19260894,19260894,19289372,19421507,19421507,19421507,
